-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 03/10/2024 in LST
Location: latitude  48.1351   longitude 11.582 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 616.07 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,WD10M,PS
2017,7,16,7.11,16.53,62.64,1.15,319.3,95.29
2017,7,17,6.28,18.56,69.76,1.8,122.7,95.07
2017,7,18,7.26,20.62,73.69,2.05,97.5,94.76
2017,7,19,7.44,22.83,67.68,1.68,219.1,94.4
2017,7,20,3.94,19.39,82.69,2.73,258.3,94.34
2017,7,21,6.97,20.2,77.58,2.25,106.8,94.31
2017,7,22,5.81,20.67,77.4,1.58,238.7,94.38
2017,7,23,4.0,18.67,86.52,2.17,286.6,94.56
2017,7,24,2.37,14.78,91.26,2.69,291.8,93.97
2017,7,25,3.38,12.97,84.92,4.53,264.0,93.81
2017,7,26,1.34,12.53,91.0,5.44,268.7,93.79
2017,7,27,3.06,15.61,86.18,2.98,252.2,94.12
2017,7,28,4.97,16.78,82.16,3.01,270.4,94.42
2017,7,29,6.67,19.22,76.35,1.85,221.3,94.63
2017,7,30,6.26,21.47,78.01,1.74,200.0,94.41
2017,7,31,5.77,21.38,75.18,2.13,165.7,94.59
2017,8,1,6.7,24.69,72.53,1.8,207.6,94.53
2017,8,2,6.16,23.56,76.39,1.6,256.1,94.88
2017,8,3,3.89,23.67,74.71,2.26,217.5,94.58
2017,8,4,4.25,22.51,83.92,1.86,301.8,94.52
2017,8,5,6.26,22.27,78.41,1.75,301.6,94.57
2017,8,6,3.22,15.72,88.02,1.79,353.0,95.03
2017,8,7,6.41,16.28,77.89,2.86,91.8,94.79
2017,8,8,4.91,20.12,80.59,1.76,205.9,94.18
2017,8,9,4.06,17.87,84.32,2.38,18.8,94.5
2017,8,10,1.15,16.34,90.47,2.24,306.5,94.53
2017,8,11,1.27,11.13,90.79,2.75,257.9,94.49
2017,8,12,3.08,13.31,85.4,3.17,262.7,94.81
2017,8,13,5.27,16.14,80.65,2.03,286.4,94.98
2017,8,14,6.69,18.2,80.63,2.71,92.8,94.91
2017,8,15,6.3,21.65,72.47,1.36,212.3,94.83
2017,8,16,5.09,19.12,82.56,1.69,330.9,95.0
2017,8,17,5.07,21.23,74.29,1.23,210.7,94.84
2017,8,18,6.15,22.27,77.21,1.82,244.9,94.52
2017,8,19,3.89,15.86,86.34,1.48,309.3,94.84
2017,8,20,5.15,14.0,79.42,2.07,304.1,95.14
2017,8,21,4.9,14.23,71.79,1.59,337.3,95.18
2017,8,22,5.36,15.35,69.04,1.46,94.1,94.95
2017,8,23,6.02,17.34,71.49,1.52,106.7,94.69
2017,8,24,5.5,20.18,80.16,2.19,256.0,94.7
2017,8,25,5.66,20.97,78.43,1.65,216.7,94.82
2017,8,26,5.53,22.35,73.5,1.72,241.2,94.69
2017,8,27,3.63,20.16,83.03,2.04,260.0,94.7
2017,8,28,5.21,19.67,84.8,1.33,49.4,94.76
2017,8,29,5.99,18.82,78.01,2.28,113.6,94.62
2017,8,30,5.31,21.38,70.53,1.65,151.4,94.27
2017,8,31,1.44,19.32,87.02,2.2,309.8,94.44
2017,9,1,1.01,12.46,94.01,2.39,349.7,94.63
2017,9,2,2.16,9.83,91.61,1.8,13.0,94.49
2017,9,3,3.61,10.3,87.13,1.87,295.6,94.5
2017,9,4,5.18,11.89,72.75,1.55,225.3,94.61
2017,9,5,3.92,14.77,84.58,2.1,255.3,94.9
2017,9,6,3.7,16.15,86.19,3.6,275.0,94.64
2017,9,7,3.33,12.8,80.87,2.57,273.0,94.6
2017,9,8,4.12,13.45,78.05,1.76,228.6,94.09
2017,9,9,1.3,13.77,85.05,2.22,288.1,93.32
2017,9,10,2.48,10.3,90.06,1.39,263.3,93.62
2017,9,11,3.48,12.29,83.82,2.05,250.5,93.47
2017,9,12,2.77,10.09,91.04,2.91,245.0,94.0
2017,9,13,2.12,13.27,77.92,4.29,234.5,94.16
2017,9,14,1.17,12.58,79.39,4.82,252.8,93.94
2017,9,15,4.22,10.7,75.31,2.07,252.1,94.28
2017,9,16,2.4,8.53,89.91,1.08,105.1,94.11
2017,9,17,3.48,8.54,88.87,1.33,267.2,94.21
2017,9,18,2.78,9.22,80.46,2.23,265.2,94.45
2017,9,19,2.18,7.68,92.89,1.64,306.0,94.5
2017,9,20,2.8,7.9,90.87,2.53,290.4,94.86
2017,9,21,4.3,9.25,81.08,1.69,239.2,94.94
2017,9,22,3.4,11.25,74.04,1.41,206.8,94.91
2017,9,23,3.81,12.48,80.37,1.51,338.8,94.96
2017,9,24,3.33,12.67,78.0,1.24,46.4,94.9
2017,9,25,3.85,11.76,80.8,1.61,94.4,94.81
2017,9,26,3.57,12.31,83.09,1.36,103.2,94.94
2017,9,27,3.46,13.19,82.96,1.41,160.8,95.13
2017,9,28,2.69,14.52,77.23,1.38,151.5,95.33
2017,9,29,2.39,14.45,79.86,1.2,156.4,95.17
2017,9,30,2.87,15.05,81.85,1.42,133.1,94.63
2017,10,1,2.1,10.71,91.28,2.11,301.1,94.97
2017,10,2,2.33,12.57,85.76,2.16,223.1,94.81
2017,10,3,2.05,11.22,91.26,3.27,271.2,94.74
2017,10,4,2.97,9.87,83.39,2.47,256.1,95.17
2017,10,5,3.81,12.35,73.94,4.93,264.2,94.37
2017,10,6,2.35,7.1,89.54,4.09,278.8,94.59
2017,10,7,2.32,8.06,84.76,3.6,265.0,94.91
2017,10,8,1.28,7.88,90.08,4.31,257.0,94.57
2017,10,9,1.82,7.98,96.23,2.31,275.9,94.78
2017,10,10,1.76,9.14,88.54,2.87,253.8,94.83
2017,10,11,3.19,11.37,78.11,2.18,236.9,94.9
2017,10,12,2.07,12.02,81.33,3.7,257.7,95.18
2017,10,13,3.14,12.7,83.4,1.68,263.6,95.55
2017,10,14,3.51,13.06,81.27,1.48,149.5,95.6
2017,10,15,3.39,13.86,74.61,1.51,165.8,95.51
2017,10,16,3.45,15.53,67.34,1.9,212.0,95.47
2017,10,17,3.39,14.31,67.82,1.56,175.8,95.1
2017,10,18,2.98,12.74,80.99,1.79,224.3,94.5
2017,10,19,2.93,11.92,79.43,1.96,146.7,94.37
2017,10,20,2.45,12.85,75.4,2.21,237.0,94.47
2017,10,21,2.0,13.35,86.52,1.95,235.8,94.56
2017,10,22,1.93,7.83,89.47,3.49,263.1,94.53
2017,10,23,1.2,5.79,92.8,4.08,282.6,94.76
2017,10,24,2.0,8.44,89.48,2.48,262.6,95.31
2017,10,25,2.19,10.76,85.71,2.27,238.7,95.26
2017,10,26,2.07,11.62,85.95,2.09,259.6,95.29
2017,10,27,1.48,8.44,88.54,4.05,289.9,95.05
2017,10,28,1.32,6.43,83.68,5.38,266.3,94.93
2017,10,29,1.29,6.23,82.59,8.08,273.3,93.89
2017,10,30,1.57,2.87,89.63,3.61,280.0,95.0
2017,10,31,2.22,3.15,79.09,1.62,265.0,95.33
2017,11,1,1.2,4.66,82.28,2.19,234.8,95.07
2017,11,2,1.91,7.93,86.31,3.21,245.9,94.47
2017,11,3,1.54,7.42,92.54,1.51,72.3,94.49
2017,11,4,1.74,7.4,86.88,2.42,189.6,94.16
2017,11,5,0.76,5.95,93.23,3.11,241.7,93.75
2017,11,6,0.71,2.93,96.95,2.25,355.8,94.52
2017,11,7,0.53,3.94,97.27,2.93,75.0,94.38
2017,11,8,0.61,3.91,91.9,1.37,259.2,94.41
2017,11,9,0.75,3.75,92.05,1.39,288.3,94.92
2017,11,10,0.59,2.77,94.08,3.49,249.4,94.72
2017,11,11,0.63,4.52,92.39,4.56,251.0,94.1
2017,11,12,0.32,4.49,95.79,3.56,250.5,93.16
2017,11,13,1.1,0.55,94.87,3.06,326.8,93.86
2017,11,14,1.39,-0.53,88.54,1.31,240.9,95.09
2017,11,15,1.0,-1.8,84.21,1.87,110.1,95.25
2017,11,16,0.48,-0.88,92.94,1.31,16.1,94.99
2017,11,17,0.8,0.18,91.2,1.09,282.7,95.17
2017,11,18,0.6,1.01,95.57,2.26,267.0,94.82
2017,11,19,1.0,0.53,93.31,4.63,261.9,94.43
2017,11,20,0.61,0.62,90.48,3.79,256.0,94.75
2017,11,21,0.55,3.98,90.0,4.49,250.8,94.4
2017,11,22,1.87,5.57,84.25,2.88,220.8,94.21
2017,11,23,1.48,3.68,87.19,3.02,204.5,94.18
2017,11,24,1.32,5.73,82.63,2.64,208.3,94.35
2017,11,25,0.37,3.54,89.36,3.31,241.7,93.93
2017,11,26,0.83,-0.46,92.14,3.3,277.7,94.92
2017,11,27,1.08,0.02,87.07,3.56,249.7,95.0
2017,11,28,0.67,1.26,87.14,2.18,231.2,93.83
2017,11,29,0.77,0.56,95.06,0.95,275.5,93.33
2017,11,30,0.66,-1.45,95.79,2.95,271.9,93.24
2017,12,1,0.74,-2.41,91.7,1.56,90.1,93.88
2017,12,2,0.62,-3.55,92.86,1.89,80.0,94.8
2017,12,3,0.44,-3.17,84.0,1.92,278.9,95.04
2017,12,4,0.24,-0.96,91.51,5.15,264.2,95.41
2017,12,5,0.84,-0.72,96.44,3.67,261.0,96.06
2017,12,6,0.42,-2.24,93.08,2.51,248.2,95.88
2017,12,7,1.64,-1.37,87.35,2.8,209.6,94.96
2017,12,8,0.7,-0.57,95.2,3.32,243.1,93.94
2017,12,9,0.81,-3.85,89.69,4.22,267.1,94.1
2017,12,10,0.4,-3.53,85.08,3.64,192.3,92.76
2017,12,11,0.36,1.8,93.14,2.87,160.1,91.7
2017,12,12,0.53,-0.18,95.94,2.54,248.7,93.53
2017,12,13,1.48,-2.16,90.13,2.48,202.6,94.02
2017,12,14,1.23,1.27,91.06,5.01,238.4,92.88
2017,12,15,1.2,-0.01,94.18,2.98,245.5,92.7
2017,12,16,0.58,-1.54,97.44,2.51,267.4,93.56
2017,12,17,0.55,-1.38,95.44,3.6,278.9,94.79
2017,12,18,0.6,-3.03,85.89,1.83,205.4,95.07
2017,12,19,0.6,-2.46,93.49,1.92,266.9,95.73
2017,12,20,0.57,-2.29,97.8,2.01,263.0,95.92
2017,12,21,0.45,-0.95,95.27,3.53,249.2,96.04
2017,12,22,0.38,1.08,98.55,2.66,260.3,95.99
2017,12,23,0.59,1.22,98.16,3.49,258.7,95.99
2017,12,24,0.7,0.12,85.19,2.92,254.9,95.56
2017,12,25,1.1,0.35,67.35,2.07,214.3,94.79
2017,12,26,1.34,0.05,88.77,2.73,207.8,93.76
2017,12,27,0.65,-0.26,96.29,2.55,153.5,91.94
2017,12,28,0.44,-0.65,95.45,4.79,270.4,92.47
2017,12,29,1.39,-3.91,88.38,3.3,235.7,93.72
2017,12,30,0.41,1.27,95.11,4.99,240.3,93.68
2017,12,31,1.17,4.21,88.32,4.83,236.0,94.02
2018,1,1,1.05,1.88,90.29,3.67,233.6,93.66
2018,1,2,0.66,1.27,93.42,5.06,256.2,93.99
2018,1,3,0.43,3.96,86.77,6.95,249.4,93.21
2018,1,4,0.3,4.34,93.69,5.5,245.2,93.12
2018,1,5,0.73,7.77,91.21,3.55,251.4,93.22
2018,1,6,1.26,4.59,90.81,1.87,173.8,93.59
2018,1,7,0.38,2.84,92.69,2.69,103.6,94.42
2018,1,8,0.41,3.85,94.76,3.17,100.8,94.77
2018,1,9,0.96,3.93,92.34,2.87,137.2,94.21
2018,1,10,1.42,2.57,89.6,1.62,199.0,94.05
2018,1,11,0.59,0.97,90.04,1.31,136.3,94.22
2018,1,12,0.58,0.23,95.38,1.43,78.6,95.0
2018,1,13,0.28,-0.35,93.54,2.96,78.8,94.97
2018,1,14,0.61,-1.32,92.69,1.59,70.5,94.71
2018,1,15,1.21,0.05,85.95,1.82,182.5,94.33
2018,1,16,0.61,2.78,90.84,5.48,243.4,92.9
2018,1,17,0.95,0.34,91.54,6.71,271.0,93.03
2018,1,18,0.77,2.03,90.66,7.03,253.5,93.45
2018,1,19,1.23,0.74,94.87,3.95,259.6,93.66
2018,1,20,0.81,-0.33,91.52,3.06,230.7,93.49
2018,1,21,0.67,-1.9,97.67,4.13,280.9,93.74
2018,1,22,0.41,-1.29,97.77,3.34,229.7,93.93
2018,1,23,0.87,0.56,97.55,3.19,259.3,95.13
2018,1,24,1.78,2.23,89.43,3.02,207.2,95.1
2018,1,25,1.27,3.97,85.27,2.37,189.7,94.58
2018,1,26,1.43,2.86,90.36,1.65,228.2,94.45
2018,1,27,0.65,2.39,92.09,1.24,228.4,95.59
2018,1,28,1.07,3.34,90.19,3.62,253.7,96.03
2018,1,29,1.19,5.64,90.79,4.17,261.6,95.71
2018,1,30,1.15,4.59,92.22,3.03,266.4,95.51
2018,1,31,1.63,3.19,84.71,2.37,219.1,94.32
2018,2,1,0.58,0.86,95.0,2.3,246.0,93.24
2018,2,2,1.93,-0.66,91.29,2.34,254.5,93.46
2018,2,3,1.27,-1.71,93.87,2.18,293.0,93.36
2018,2,4,1.39,-1.69,92.04,1.57,252.8,94.09
2018,2,5,2.04,-2.82,90.46,3.16,83.3,94.66
2018,2,6,1.99,-2.07,91.26,2.6,100.4,93.91
2018,2,7,0.63,-2.52,92.55,1.37,334.7,93.71
2018,2,8,1.05,-2.47,93.26,1.26,294.5,94.35
2018,2,9,0.63,-2.02,91.28,1.44,95.5,94.23
2018,2,10,0.85,-1.58,91.21,1.49,265.0,94.27
2018,2,11,1.05,-1.01,91.34,2.31,236.9,93.66
2018,2,12,1.61,-1.43,93.89,2.76,285.3,93.97
2018,2,13,2.6,-3.95,88.87,2.07,86.9,94.19
2018,2,14,2.95,-5.41,88.08,1.75,107.7,94.29
2018,2,15,1.43,-2.88,89.7,2.32,166.5,94.52
2018,2,16,1.48,1.26,96.83,1.87,272.7,95.08
2018,2,17,0.41,-0.96,96.81,2.78,61.2,94.57
2018,2,18,1.02,-2.2,93.62,2.57,59.2,95.03
2018,2,19,0.86,-3.91,88.75,1.47,83.1,94.46
2018,2,20,1.02,-3.17,89.3,1.18,18.9,94.1
2018,2,21,2.29,-3.56,91.24,2.36,49.2,94.35
2018,2,22,1.95,-4.84,92.9,4.62,68.1,94.18
2018,2,23,1.55,-4.77,93.05,4.4,69.0,94.16
2018,2,24,3.19,-5.21,85.53,5.82,74.6,94.44
2018,2,25,3.48,-9.3,82.79,4.91,71.9,94.68
2018,2,26,2.77,-11.97,84.79,3.49,61.3,94.46
2018,2,27,3.19,-11.47,84.41,2.66,58.0,94.07
2018,2,28,3.43,-11.83,87.07,4.11,82.2,94.16
2018,3,1,2.79,-7.89,90.82,3.87,82.7,93.19
2018,3,2,2.54,-4.71,91.89,2.3,73.1,92.37
2018,3,3,2.39,-0.33,93.13,2.36,85.8,92.54
2018,3,4,3.25,2.49,91.02,2.18,123.3,92.81
2018,3,5,3.53,3.12,90.05,2.33,80.7,92.51
2018,3,6,1.85,1.08,95.85,1.55,273.9,91.96
2018,3,7,2.47,2.86,91.59,3.35,252.8,92.64
2018,3,8,3.94,3.37,78.82,3.13,244.3,93.5
2018,3,9,2.05,5.86,76.06,2.94,237.4,93.78
2018,3,10,1.55,5.49,88.79,2.35,198.4,93.61
2018,3,11,2.44,7.45,84.23,2.42,178.5,92.86
2018,3,12,2.2,5.64,92.38,3.8,244.0,92.63
2018,3,13,2.54,5.67,85.0,5.11,258.1,93.48
2018,3,14,2.67,3.06,89.0,2.88,281.8,93.91
2018,3,15,3.72,4.23,84.59,2.75,130.2,92.9
2018,3,16,2.57,5.29,89.46,2.66,264.3,93.0
2018,3,17,1.24,1.91,93.46,4.15,61.1,92.56
2018,3,18,1.19,-3.22,86.29,5.4,70.9,92.85
2018,3,19,1.45,-4.41,81.54,2.83,57.5,93.41
2018,3,20,4.07,-3.89,81.29,2.0,335.8,94.02
2018,3,21,4.7,-2.55,81.68,2.07,11.5,94.97
2018,3,22,3.36,-2.43,78.52,2.59,252.2,94.5
2018,3,23,1.86,0.5,87.8,2.42,285.2,93.53
2018,3,24,4.76,1.26,82.62,2.8,97.7,92.98
2018,3,25,5.02,4.65,72.54,1.47,152.9,93.35
2018,3,26,2.28,3.65,82.52,2.08,311.1,93.93
2018,3,27,3.61,2.54,86.88,2.01,272.2,94.16
2018,3,28,2.51,5.86,89.26,3.74,242.8,93.48
2018,3,29,4.03,4.79,85.11,2.72,263.1,93.54
2018,3,30,4.15,6.08,83.53,2.41,136.5,93.17
2018,3,31,2.6,3.78,91.25,2.23,303.9,92.69
2018,4,1,2.82,3.81,88.61,5.44,271.6,93.56
2018,4,2,5.46,7.37,71.68,1.98,218.6,93.94
2018,4,3,4.64,10.65,74.43,2.97,199.1,93.67
2018,4,4,4.69,11.41,75.57,2.89,209.9,93.59
2018,4,5,3.7,7.75,83.22,3.9,266.3,94.22
2018,4,6,5.65,5.98,81.35,2.84,81.3,94.82
2018,4,7,5.76,9.68,78.23,2.01,109.6,94.27
2018,4,8,6.11,12.06,73.19,1.64,172.7,93.78
2018,4,9,3.94,12.37,69.59,2.07,183.8,93.41
2018,4,10,3.7,11.23,77.38,1.95,233.3,93.22
2018,4,11,5.34,11.28,74.63,2.18,112.5,93.45
2018,4,12,4.04,12.43,75.71,2.76,135.8,93.08
2018,4,13,3.67,10.36,77.01,2.97,245.1,93.73
2018,4,14,5.91,10.51,73.71,2.5,106.0,94.68
2018,4,15,3.56,12.1,74.95,1.94,253.7,94.1
2018,4,16,2.36,11.0,89.86,2.34,269.1,94.29
2018,4,17,5.6,12.56,75.73,1.97,45.9,95.26
2018,4,18,6.52,13.3,71.32,2.6,98.7,95.82
2018,4,19,6.64,13.63,72.76,3.17,93.1,95.62
2018,4,20,6.69,15.96,71.38,2.33,105.7,95.18
2018,4,21,6.49,17.48,67.99,2.03,283.4,94.81
2018,4,22,5.98,18.75,62.1,1.46,239.9,94.49
2018,4,23,3.94,15.82,78.78,2.91,270.6,94.53
2018,4,24,5.33,14.92,77.78,2.67,268.1,94.65
2018,4,25,5.39,15.18,76.65,3.69,265.7,94.25
2018,4,26,3.93,10.31,79.67,3.22,296.0,94.57
2018,4,27,6.87,13.25,72.42,2.31,95.5,94.14
2018,4,28,5.89,16.16,74.19,2.07,47.1,94.04
2018,4,29,6.47,16.75,71.25,2.21,170.2,93.64
2018,4,30,5.72,13.11,76.76,2.51,299.2,93.48
2018,5,1,4.17,10.64,82.57,1.9,344.3,94.05
2018,5,2,4.1,11.77,83.41,2.51,43.8,93.88
2018,5,3,4.07,12.62,89.19,2.75,339.6,94.05
2018,5,4,4.58,13.44,90.72,3.34,59.9,94.44
2018,5,5,5.98,15.2,85.07,3.96,67.4,94.76
2018,5,6,7.34,13.84,75.58,3.42,70.9,94.87
2018,5,7,7.15,13.83,77.34,3.63,76.8,94.53
2018,5,8,7.37,14.17,76.69,3.53,77.4,93.94
2018,5,9,6.42,13.94,77.46,2.24,89.9,93.59
2018,5,10,4.79,13.63,80.32,2.9,262.7,93.99
2018,5,11,5.02,14.25,80.01,2.21,58.6,94.63
2018,5,12,6.88,16.79,79.06,1.83,81.0,94.27
2018,5,13,5.91,16.76,80.14,2.1,116.9,93.69
2018,5,14,3.36,14.52,84.73,3.01,44.9,93.61
2018,5,15,4.88,11.72,83.75,2.64,61.9,93.88
2018,5,16,2.75,9.97,91.7,3.06,264.0,94.14
2018,5,17,2.59,11.79,88.59,3.15,280.8,94.45
2018,5,18,6.39,13.37,79.95,1.98,331.3,94.69
2018,5,19,5.4,13.06,83.64,2.14,59.6,94.67
2018,5,20,4.34,13.11,85.15,3.39,80.5,94.67
2018,5,21,7.37,15.63,76.61,2.4,86.3,94.29
2018,5,22,6.67,16.53,75.47,1.69,112.5,94.12
2018,5,23,5.1,16.05,81.44,1.64,42.5,94.49
2018,5,24,4.46,15.64,86.67,1.17,64.6,94.64
2018,5,25,6.58,16.87,79.7,1.64,9.5,94.74
2018,5,26,6.77,18.16,75.96,2.08,83.7,94.89
2018,5,27,6.3,19.43,74.21,1.69,95.4,94.76
2018,5,28,7.44,20.55,69.32,1.84,115.2,94.54
2018,5,29,6.11,20.28,74.57,1.86,224.3,94.28
2018,5,30,7.19,20.06,79.68,2.2,38.4,94.43
2018,5,31,6.79,20.04,79.85,1.86,135.5,94.31
2018,6,1,5.76,17.91,81.28,2.35,274.8,94.68
2018,6,2,6.4,17.99,77.89,1.69,310.1,94.75
2018,6,3,7.07,19.12,73.74,1.69,66.9,94.59
2018,6,4,7.45,19.58,75.55,2.62,71.7,94.0
2018,6,5,7.02,19.74,72.85,2.09,68.7,93.94
2018,6,6,6.12,19.0,82.15,2.16,84.1,94.1
2018,6,7,5.31,18.44,87.66,1.19,96.1,94.38
2018,6,8,6.2,19.45,82.33,1.69,70.5,94.13
2018,6,9,5.8,19.59,82.21,1.96,284.5,94.13
2018,6,10,6.09,20.29,80.86,1.75,285.4,94.16
2018,6,11,5.61,21.2,79.16,1.5,305.4,93.96
2018,6,12,4.04,18.12,86.81,2.41,335.9,93.74
2018,6,13,2.04,13.0,93.01,2.8,329.9,93.97
2018,6,14,4.98,14.06,73.66,1.55,9.0,94.45
2018,6,15,6.73,15.95,68.01,1.53,42.4,94.53
2018,6,16,7.25,17.69,63.62,1.74,81.5,94.48
2018,6,17,5.23,18.54,70.06,1.9,311.7,94.63
2018,6,18,5.99,17.19,78.08,1.92,307.3,95.05
2018,6,19,5.92,18.45,75.37,1.79,314.4,95.25
2018,6,20,7.64,20.89,71.15,1.92,86.2,95.01
2018,6,21,6.57,20.19,74.84,3.31,291.0,94.55
2018,6,22,5.96,11.48,75.45,3.62,299.7,95.06
2018,6,23,5.89,12.2,73.53,2.77,305.1,95.18
2018,6,24,5.18,14.08,74.48,1.52,335.4,94.89
2018,6,25,4.91,14.03,78.29,1.7,323.9,94.97
2018,6,26,4.38,15.5,74.08,1.89,324.9,95.04
2018,6,27,6.03,15.17,76.55,2.19,30.2,94.94
2018,6,28,2.23,13.41,93.33,2.26,339.7,94.6
2018,6,29,4.63,17.27,88.4,1.91,343.9,94.4
2018,6,30,7.31,18.44,79.06,2.69,26.9,94.35
2018,7,1,8.28,14.84,72.28,3.08,71.4,94.51
2018,7,2,8.24,15.65,70.55,2.61,70.1,94.43
2018,7,3,7.19,19.08,61.99,1.39,70.8,94.54
2018,7,4,5.34,19.34,73.71,1.75,250.9,94.57
2018,7,5,4.46,18.8,76.19,2.17,264.8,94.33
2018,7,6,3.39,15.89,94.21,2.37,276.9,94.65
2018,7,7,7.25,17.23,78.99,2.67,289.2,95.02
2018,7,8,7.4,17.81,74.18,2.44,305.6,94.95
2018,7,9,6.13,18.95,68.0,1.23,326.8,94.79
2018,7,10,3.98,16.42,81.63,1.97,293.7,94.44
2018,7,11,4.22,14.61,79.12,2.41,282.6,94.47
2018,7,12,5.74,16.38,73.28,2.18,283.1,94.64
2018,7,13,6.85,18.87,69.77,1.77,307.2,94.82
2018,7,14,5.75,20.66,68.12,1.31,6.8,94.73
2018,7,15,5.03,20.42,70.78,0.91,121.8,94.51
2018,7,16,5.36,18.12,78.47,1.63,311.2,94.3
2018,7,17,6.03,18.46,77.99,2.96,279.6,94.42
2018,7,18,6.77,19.7,73.81,2.93,295.2,94.6
2018,7,19,7.6,20.06,63.48,1.32,0.6,94.59
2018,7,20,6.22,21.54,64.9,1.38,107.0,94.32
2018,7,21,2.38,17.32,88.43,2.03,274.1,94.17
2018,7,22,2.21,16.58,92.18,2.64,279.2,94.29
2018,7,23,4.79,18.14,82.41,1.58,308.7,94.61
2018,7,24,7.05,20.07,74.75,2.03,108.6,94.49
2018,7,25,6.7,21.97,67.63,1.65,284.0,94.44
2018,7,26,7.14,21.52,69.08,1.61,79.8,94.5
2018,7,27,6.65,21.25,72.45,2.17,94.0,94.31
2018,7,28,5.5,21.53,79.31,2.15,259.3,94.13
2018,7,29,6.62,20.58,82.02,1.35,101.2,94.57
2018,7,30,7.12,24.32,65.95,1.45,54.2,94.62
2018,7,31,6.9,25.14,58.49,1.68,115.9,94.66
2018,8,1,6.36,25.37,59.11,1.57,350.8,94.75
2018,8,2,5.5,22.4,79.53,1.84,303.8,94.97
2018,8,3,6.54,23.47,76.85,1.72,78.5,94.91
2018,8,4,6.01,25.31,61.18,1.54,88.1,94.7
2018,8,5,5.38,23.85,70.21,2.12,336.3,94.75
2018,8,6,6.31,23.0,70.82,2.01,85.9,94.64
2018,8,7,4.5,24.81,58.53,1.04,175.2,94.39
2018,8,8,5.02,22.66,75.32,2.01,266.7,94.46
2018,8,9,6.46,23.12,74.73,1.83,221.7,94.45
2018,8,10,3.43,15.81,88.49,2.02,306.4,95.23
2018,8,11,5.59,17.3,71.88,2.06,271.4,95.17
2018,8,12,6.84,20.3,67.84,1.73,91.6,94.64
2018,8,13,4.44,20.61,79.17,2.04,240.2,94.1
2018,8,14,4.87,17.3,84.16,2.44,282.3,94.43
2018,8,15,5.16,17.89,77.5,1.75,324.9,94.9
2018,8,16,6.47,19.26,72.34,2.26,108.2,94.67
2018,8,17,5.78,20.97,64.75,1.4,291.5,94.51
2018,8,18,4.63,20.0,75.54,1.9,290.1,94.91
2018,8,19,5.28,21.36,69.24,1.6,332.2,94.95
2018,8,20,5.99,21.69,64.13,1.69,325.1,94.84
2018,8,21,5.67,21.44,67.92,1.64,49.2,94.83
2018,8,22,5.7,22.94,61.8,1.7,81.0,94.67
2018,8,23,3.85,19.86,86.97,1.93,245.3,94.43
2018,8,24,2.8,17.48,87.46,2.58,276.9,94.23
2018,8,25,2.16,12.8,86.08,2.21,267.4,94.29
2018,8,26,5.04,11.49,75.34,1.96,297.0,94.56
2018,8,27,4.94,14.83,67.69,2.22,241.1,94.58
2018,8,28,5.04,18.14,76.2,1.64,2.2,94.81
2018,8,29,5.06,19.85,75.45,1.66,227.2,94.43
2018,8,30,3.22,15.89,86.14,2.29,266.5,94.81
2018,8,31,1.51,12.92,94.46,2.84,28.0,94.71
2018,9,1,1.62,11.31,96.0,2.32,348.5,94.94
2018,9,2,1.21,12.99,89.8,1.76,13.5,94.84
2018,9,3,2.45,14.93,83.81,1.02,342.0,94.47
2018,9,4,2.35,15.13,90.15,2.0,283.3,94.5
2018,9,5,4.7,16.85,83.9,2.08,92.0,94.58
2018,9,6,4.7,18.42,76.93,1.19,135.9,94.19
2018,9,7,3.22,15.9,88.74,2.23,291.6,94.38
2018,9,8,4.75,15.56,79.11,1.53,30.7,94.96
2018,9,9,5.06,17.02,78.0,1.63,149.1,95.08
2018,9,10,4.8,17.95,73.23,1.9,241.4,95.22
2018,9,11,5.05,18.44,72.87,2.3,248.6,95.37
2018,9,12,5.37,20.26,64.45,1.8,237.0,95.1
2018,9,13,3.26,19.11,77.1,1.69,295.1,94.7
2018,9,14,2.91,15.8,88.6,1.48,0.1,94.82
2018,9,15,3.96,15.13,84.74,1.94,311.3,95.16
2018,9,16,4.87,15.94,83.92,2.12,84.8,95.13
2018,9,17,4.89,18.67,84.48,1.39,105.0,94.97
2018,9,18,4.8,18.74,80.63,1.98,226.0,94.74
2018,9,19,4.2,18.67,76.48,1.71,196.9,94.99
2018,9,20,4.68,18.59,70.9,1.88,164.8,94.88
2018,9,21,3.48,18.04,76.91,3.23,257.0,94.39
2018,9,22,3.81,12.16,76.32,2.08,269.0,95.05
2018,9,23,2.81,15.8,86.0,4.23,257.2,94.38
